extracted_path,loc_x,loc_y,displacement_mm,force_n,session
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00333.jpg",-140,-12,7.3747,0.363,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00334.jpg",-140,-12,7.3968,0.365,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00335.jpg",-140,-12,7.4187,0.367,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00336.jpg",-140,-12,7.4407,0.369,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00337.jpg",-140,-12,7.4627,0.371,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00338.jpg",-140,-12,7.4847,0.372,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00339.jpg",-140,-12,7.5065,0.376,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00340.jpg",-140,-12,7.5288,0.377,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00341.jpg",-140,-12,7.5508,0.379,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00342.jpg",-140,-12,7.5727,0.383,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00343.jpg",-140,-12,7.5945,0.383,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00344.jpg",-140,-12,7.6165,0.386,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00345.jpg",-140,-12,7.6385,0.387,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00346.jpg",-140,-12,7.6605,0.388,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00347.jpg",-140,-12,7.6828,0.39,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00348.jpg",-140,-12,7.7047,0.393,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00349.jpg",-140,-12,7.7267,0.395,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00350.jpg",-140,-12,7.7488,0.397,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00351.jpg",-140,-12,7.7707,0.398,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00352.jpg",-140,-12,7.7927,0.401,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00353.jpg",-140,-12,7.8145,0.402,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00354.jpg",-140,-12,7.8368,0.404,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00355.jpg",-140,-12,7.8588,0.407,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00356.jpg",-140,-12,7.8807,0.408,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00357.jpg",-140,-12,7.9027,0.411,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00358.jpg",-140,-12,7.9248,0.413,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00359.jpg",-140,-12,7.9523,0.415,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00360.jpg",-140,-12,7.974,0.416,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00361.jpg",-140,-12,7.9958,0.422,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00362.jpg",-140,-12,8.0185,0.427,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00363.jpg",-140,-12,8.0403,0.427,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00364.jpg",-140,-12,8.0625,0.428,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00365.jpg",-140,-12,8.0842,0.43,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00366.jpg",-140,-12,8.1065,0.431,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00367.jpg",-140,-12,8.1283,0.432,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00368.jpg",-140,-12,8.15,0.436,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00369.jpg",-140,-12,8.172,0.438,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00370.jpg",-140,-12,8.1942,0.439,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00371.jpg",-140,-12,8.2165,0.441,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00372.jpg",-140,-12,8.2387,0.443,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00373.jpg",-140,-12,8.2605,0.445,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00374.jpg",-140,-12,8.2825,0.448,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00375.jpg",-140,-12,8.3045,0.45,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00376.jpg",-140,-12,8.3263,0.452,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00377.jpg",-140,-12,8.3482,0.454,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00378.jpg",-140,-12,8.3705,0.456,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00379.jpg",-140,-12,8.3925,0.457,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00380.jpg",-140,-12,8.4142,0.46,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00381.jpg",-140,-12,8.4365,0.462,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00382.jpg",-140,-12,8.458,0.464,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00383.jpg",-140,-12,8.4798,0.466,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00384.jpg",-140,-12,8.502,0.468,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00385.jpg",-140,-12,8.524,0.47,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00386.jpg",-140,-12,8.5462,0.472,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00387.jpg",-140,-12,8.5683,0.474,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00388.jpg",-140,-12,8.5907,0.476,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00389.jpg",-140,-12,8.6125,0.478,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00390.jpg",-140,-12,8.6347,0.48,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00391.jpg",-140,-12,8.656,0.483,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00392.jpg",-140,-12,8.678,0.484,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00393.jpg",-140,-12,8.7,0.485,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00394.jpg",-140,-12,8.722,0.488,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00395.jpg",-140,-12,8.7447,0.49,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00396.jpg",-140,-12,8.7667,0.493,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00397.jpg",-140,-12,8.7933,0.494,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00398.jpg",-140,-12,8.8155,0.497,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00399.jpg",-140,-12,8.8372,0.499,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00400.jpg",-140,-12,8.8595,0.5,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00401.jpg",-140,-12,8.8815,0.503,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00402.jpg",-140,-12,8.9038,0.505,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00403.jpg",-140,-12,8.9257,0.506,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00404.jpg",-140,-12,8.9478,0.509,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00405.jpg",-140,-12,8.9695,0.512,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00406.jpg",-140,-12,8.9915,0.514,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00407.jpg",-140,-12,9.0133,0.515,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00408.jpg",-140,-12,9.0358,0.518,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00409.jpg",-140,-12,9.0578,0.519,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00410.jpg",-140,-12,9.0797,0.521,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00411.jpg",-140,-12,9.1018,0.524,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00412.jpg",-140,-12,9.1238,0.526,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00413.jpg",-140,-12,9.1457,0.529,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00414.jpg",-140,-12,9.1675,0.532,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00415.jpg",-140,-12,9.1895,0.535,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00416.jpg",-140,-12,9.2115,0.537,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00417.jpg",-140,-12,9.2337,0.539,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00418.jpg",-140,-12,9.2558,0.541,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00419.jpg",-140,-12,9.2778,0.543,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00420.jpg",-140,-12,9.2995,0.545,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00421.jpg",-140,-12,9.3215,0.548,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00422.jpg",-140,-12,9.3438,0.55,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00423.jpg",-140,-12,9.3657,0.551,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00424.jpg",-140,-12,9.3877,0.553,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00425.jpg",-140,-12,9.4098,0.556,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00426.jpg",-140,-12,9.4317,0.56,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00427.jpg",-140,-12,9.454,0.525,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00428.jpg",-140,-12,9.4758,0.34,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00429.jpg",-140,-12,9.4975,0.169,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00430.jpg",-140,-12,9.5197,0.06,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00431.jpg",-140,-12,9.5418,0.002,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00432.jpg",-140,-12,9.5638,0.032,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00433.jpg",-140,-12,9.5858,0.035,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00434.jpg",-140,-12,9.6078,0.028,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00435.jpg",-140,-12,9.6298,0.023,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00436.jpg",-140,-12,9.6572,0.022,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00437.jpg",-140,-12,9.679,0.023,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00438.jpg",-140,-12,9.7012,0.025,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00439.jpg",-140,-12,9.7235,0.027,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00440.jpg",-140,-12,9.7453,0.027,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00441.jpg",-140,-12,9.7672,0.026,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00442.jpg",-140,-12,9.7895,0.024,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00443.jpg",-140,-12,9.8113,0.016,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00444.jpg",-140,-12,9.8332,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00445.jpg",-140,-12,9.8553,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00446.jpg",-140,-12,9.8775,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00447.jpg",-140,-12,9.8993,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00448.jpg",-140,-12,9.9215,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00449.jpg",-140,-12,9.9433,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00450.jpg",-140,-12,9.9657,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00451.jpg",-140,-12,9.987,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -12)/frames/extracted/frame_00452.jpg",-140,-12,10.0092,0.0,"(-140, -12)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00000.jpg",-140,-14,0.0,0.0,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00001.jpg",-140,-14,0.022,0.0,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00002.jpg",-140,-14,0.0435,0.0,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00003.jpg",-140,-14,0.066,0.001,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00004.jpg",-140,-14,0.0877,0.002,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00005.jpg",-140,-14,0.1093,0.001,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00006.jpg",-140,-14,0.1318,0.002,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00007.jpg",-140,-14,0.1532,0.003,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00008.jpg",-140,-14,0.1757,0.003,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00009.jpg",-140,-14,0.1973,0.003,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00010.jpg",-140,-14,0.2195,0.003,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00011.jpg",-140,-14,0.2417,0.004,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00012.jpg",-140,-14,0.2635,0.004,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00013.jpg",-140,-14,0.2858,0.005,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00014.jpg",-140,-14,0.3078,0.005,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00015.jpg",-140,-14,0.3298,0.006,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00016.jpg",-140,-14,0.3518,0.006,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00017.jpg",-140,-14,0.374,0.006,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00018.jpg",-140,-14,0.3955,0.007,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00019.jpg",-140,-14,0.4178,0.007,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00020.jpg",-140,-14,0.445,0.008,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00021.jpg",-140,-14,0.467,0.009,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00022.jpg",-140,-14,0.4892,0.009,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00023.jpg",-140,-14,0.5112,0.009,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00024.jpg",-140,-14,0.533,0.009,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00025.jpg",-140,-14,0.555,0.009,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00026.jpg",-140,-14,0.5772,0.011,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00027.jpg",-140,-14,0.599,0.011,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00028.jpg",-140,-14,0.6208,0.012,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00029.jpg",-140,-14,0.6432,0.012,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00030.jpg",-140,-14,0.6652,0.012,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00031.jpg",-140,-14,0.6872,0.013,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00032.jpg",-140,-14,0.709,0.014,"(-140, -14)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -14)/frames/extracted/frame_00033.jpg",-140,-14,0.7312,0.014,"(-140, -14)"
